Tipo,Año Fab.,Marca,Modelo,Versión,Tasación,Valor Permiso,Antigüedad_Veh
Camioneta,2019,SSANGYONG,A. DEPORTES,2.0 AL COMPLETO,12845176,294602,4
SUV,2020,SSANGYONG,KORANDO,2.2 EN 4X2 COMPLETO,13630109,325999,3
SUV,2020,SSANGYONG,KORANDO,2.0 MT 4X2 KC1011,11930000,266140,3
SUV,2020,SSANGYONG,TIVOLI,1.6 AWD EN GAS,12210000,274540,3
VAN,2020,SSANGYONG,STAVIC,MT 4X2 9 ASIENTOS,15190000,388395,3
SUV,2020,SSANGYONG,REXTON,2.2 EN 4X4 SEMI COMPLETO,18700000,528795,3
SUV,2020,SSANGYONG,REXTON,2.2 EN 4X4 COMPLETO,22620000,696739,3
Camioneta,2020,SSANGYONG,A. DEPORTES,"2,2 MT COMPLETO",11050045,239741,3
Sedán,2012,MG,MG350,MT 1.5 STD PLUS,2897817,28978,11
Sedán,2012,MG,MG350,EN 1.5 STD PLUS,3123396,31881,11
Sedán,2012,MG,MG550,EN TURBO,4119089,51795,11
Sedán,2012,MG,MG6,EN TURBO SP,4025260,49918,11
Sedán,2012,MG,MG6,MT TURBO,3809453,45602,11
Sedán,2012,MG,MG350,EN STD,3077588,30965,11
Sedán,2012,MG,MG350,EN COM,3368457,36782,11
Hatchback,2012,MG,MG3,MT 1.5 CROSS COM,2990946,29909,11
Hatchback,2012,MG,MG3,MT 1.5 CRUZADO STD,2947346,29473,11
Sedán,2012,MG,MG550,EN TURBO GRAND DELUXE,4466256,58738,11
Sedán,2012,MG,MG550,MT TURBO,3809453,45602,11
Sedán,2012,MG,MG550,MONTE,3368457,36782,11
Sedán,2012,MG,MG350,MT 1.5 STD PLUS,2897817,28978,11
Sedán,2012,MG,MG350,EN 1.5 STD PLUS,3123396,31881,11
Sedán,2012,MG,MG6,EN TURBO SP,4025260,49918,11
Sedán,2012,MG,MG6,MT TURBO,3809453,45602,11
Sedán,2012,MG,MG6,EN DVVT SP,3743773,44289,11
Hatchback,2014,MG,MG5,COMODIDAD MT,3678093,42975,9
Hatchback,2014,MG,MG3,MT 1.5 STD,3049439,30494,9
Sedán,2014,MG,MG6,1.8 MAGNETTE MT STD,4090940,51232,9
Sedán,2014,MG,MG6,1.8 MAGNETTE EN STD,4513170,59677,9
Hatchback,2015,MG,MG5,"1,5 MT STD",4414965,57713,8
Sedán,2015,MG,MG750,2.5 V6 EN,8409128,160513,8
Sedán,2015,MG,MG350,MT STD,3790688,45227,8
Sedán,2015,MG,MG350,EN STD,4147237,52358,8
Sedán,2015,MG,MG350,1.5 EN CONFORT,4993728,69288,8
Sedán,2015,MG,MG6,1.8 MAGNETTE EN STD,5226270,73939,8
Hatchback,2015,MG,MG3,"CRUZ DE 1,5 MT",3999439,49402,8
Hatchback,2016,MG,MG3,"CRUZ DE 1,5 MT",4334895,56111,7
Sedán,2016,MG,MG350,MT STD,4316129,55736,7
Hatchback,2016,MG,MG3,MT 1.5 STD,3865751,46728,7
Sedán,2016,MG,MGGT,1.5L MT STD,4860436,66622,7
Sedán,2016,MG,MGGT,1.4T MT COM,5929042,87994,7
Sedán,2017,MG,MGGT,1.5L EN STD,5864306,86699,6
Hatchback,2017,MG,MG3,MT 1.5 CONFORT,4606999,61553,6
Sedán,2017,MG,MG350,MT STD,4907251,67558,6
SUV,2017,MG,MGGS,1.5T EN STD 2WD,8491515,162985,6
SUV,2018,MG,RX5,2.0 EN COM AWD,10867106,234253,5
SUV,2018,MG,ZS,"1,5 MT COM",6753617,110848,5
Hatchback,2012,MG,MG3,MT 1.5 CRUZADO STD,2947346,29473,11
Hatchback,2012,MG,MG3,MT 1.5 COMFORT PLUS,2825267,28253,11
Sedán,2012,MG,MG350,MT STD,2824250,28243,11
Sedán,2012,MG,MG550,MONTE,3368457,36782,11
Hatchback,2012,MG,MG3,MT 1.5 CROSS COM,2990946,29909,11
Hatchback,2012,MG,MG3,MT 1.5 STD,2581108,25811,11
Hatchback,2012,MG,MG3,MT 1.5 CRUZADO STD,2947346,29473,11
Hatchback,2012,MG,MG3,MT 1.5 CONFORT,2755507,27555,11
Hatchback,2012,MG,MG3,MT 1.5 COMFORT PLUS,2825267,28253,11
Sedán,2012,MG,MG550,EN TURBO GRAND DELUXE,4466256,58738,11
Sedán,2012,MG,MG350,MT STD,2824250,28243,11
Sedán,2012,MG,MG550,MT TURBO,3809453,45602,11
Sedán,2012,MG,MG550,MONTE,3368457,36782,11
Sedán,2012,MG,MG6,MT DVVT,3368457,36782,11
Sedán,2012,MG,MG350,MT 1.5 STD PLUS,2897817,28978,11
Sedán,2012,MG,MG350,EN 1.5 STD PLUS,3123396,31881,11
Sedán,2012,MG,MG550,EN TURBO,4119089,51795,11
Sedán,2012,MG,MG550,A,3612413,41661,11
Sedán,2012,MG,MG350,MT COM,3077588,30965,11
Sedán,2012,MG,MG750,EN V6,4719594,63805,11
Sedán,2012,MG,MG6,EN TURBO SP,4025260,49918,11
Sedán,2012,MG,MG6,MT TURBO,3809453,45602,11
Sedán,2012,MG,MG350,EN STD,3077588,30965,11
Sedán,2012,MG,MG6,EN DVVT SP,3743773,44289,11
Sedán,2012,MG,MG350,EN COM,3368457,36782,11
Hatchback,2012,MG,MG3,MT 1.5 CROSS COM,2990946,29909,11
Hatchback,2012,MG,MG3,MT 1.5 STD,2581108,25811,11
Hatchback,2012,MG,MG3,MT 1.5 CRUZADO STD,2947346,29473,11
Hatchback,2012,MG,MG3,MT 1.5 CONFORT,2755507,27555,11
Hatchback,2012,MG,MG3,MT 1.5 COMFORT PLUS,2825267,28253,11
Sedán,2012,MG,MG550,EN TURBO GRAND DELUXE,4466256,58738,11
Sedán,2012,MG,MG350,MT STD,2824250,28243,11
Sedán,2012,MG,MG550,MT TURBO,3809453,45602,11
Sedán,2012,MG,MG550,MONTE,3368457,36782,11
Sedán,2012,MG,MG6,MT DVVT,3368457,36782,11
Sedán,2012,MG,MG350,MT 1.5 STD PLUS,2897817,28978,11
Sedán,2012,MG,MG350,EN 1.5 STD PLUS,3123396,31881,11
Sedán,2012,MG,MG550,EN TURBO,4119089,51795,11
Sedán,2012,MG,MG550,A,3612413,41661,11
Sedán,2012,MG,MG350,MT COM,3077588,30965,11
Sedán,2012,MG,MG750,EN V6,4719594,63805,11
Sedán,2012,MG,MG6,EN TURBO SP,4025260,49918,11
Sedán,2012,MG,MG6,MT TURBO,3809453,45602,11
Sedán,2012,MG,MG350,EN STD,3077588,30965,11
Sedán,2012,MG,MG6,EN DVVT SP,3743773,44289,11
Sedán,2012,MG,MG350,EN COM,3368457,36782,11
Sedán,2014,MG,MG350,EN STD,3725007,43913,9
Hatchback,2014,MG,MG3,MT 1.5 CONFORT,3274629,34906,9
Sedán,2014,MG,MG6,EN DVVT,4895214,67317,9
Sedán,2014,MG,MG350,MT COM,3668710,42787,9
Sedán,2014,MG,MG350,MT STD,3377840,36970,9
Hatchback,2014,MG,MG5,COMODIDAD MT,3678093,42975,9
Hatchback,2014,MG,MG3,MT 1.5 STD,3049439,30494,9
Sedán,2014,MG,MG6,1.8 MAGNETTE MT STD,4090940,51232,9
Sedán,2014,MG,MG6,1.8 MAGNETTE EN STD,4513170,59677,9
Hatchback,2015,MG,MG5,"1,5 TM",4752580,64465,8
Hatchback,2015,MG,MG5,"1,5 MT STD",4414965,57713,8
Hatchback,2015,MG,MG3,MT 1.5 STD,3387223,37158,8
Hatchback,2015,MG,MG3,MT 1.5 CONFORT,3640561,42224,8
Sedán,2015,MG,MG750,2.5 V6 EN,8409128,160513,8
Sedán,2015,MG,MG350,MT STD,3790688,45227,8
Sedán,2015,MG,MG350,"1,5 MT CONFORT",4338248,56178,8
Sedán,2015,MG,MG350,EN STD,4147237,52358,8
Hatchback,2015,MG,MG5,"1,5 EN",5271988,74853,8
Sedán,2015,MG,MG350,1.5 EN CONFORT,4993728,69288,8
Sedán,2015,MG,MG6,1.8 MAGNETTE EN STD,5226270,73939,8
Sedán,2015,MG,MG6,1.8 MAGNETTE MT STD,4747742,64368,8
Hatchback,2015,MG,MG3,"CRUZ DE 1,5 MT",3999439,49402,8
Hatchback,2016,MG,MG3,"CRUZ DE 1,5 MT",4334895,56111,7
Hatchback,2016,MG,MG5,"1,5 EN",5714180,83697,7
Sedán,2016,MG,MG350,MT STD,4316129,55736,7
Hatchback,2016,MG,MG3,MT 1.5 CONFORT,4156620,52546,7
Sedán,2016,MG,MGGT,1.4T EN DEL,6463345,102140,7
Hatchback,2016,MG,MG3,MT 1.5 STD,3865751,46728,7
Sedán,2016,MG,MGGT,1.5L MT STD,4860436,66622,7
Sedán,2016,MG,MG350,EN STD,4794657,65306,7
Hatchback,2016,MG,MG5,"1,5 MT STD",4785274,65119,7
Hatchback,2016,MG,MG5,1.5 TURBO,5807746,85568,7
SUV,2016,MG,MGGS,1.5T MT STD 2WD,7150110,122743,7
Sedán,2016,MG,MGGT,1.5L EN STD,5386120,77136,7
Sedán,2016,MG,MGGT,1.4T MT COM,5929042,87994,7
SUV,2016,MG,MGGS,1.5T EN STD 2WD,7786823,141844,7
SUV,2016,MG,MGGS,1.5T COM DCT 4WD,8638641,167399,7
Sedán,2017,MG,MGGT,1.5L EN STD,5864306,86699,6
Hatchback,2017,MG,MG3,MT 1.5 CONFORT,4606999,61553,6
Hatchback,2017,MG,MG3,MT 1.5 STD,4447490,58363,6
SUV,2017,MG,MGGS,1.5T COM DCT 4WD,9420421,190852,6
Sedán,2017,MG,MG360,1.5 EN COM,5505764,79528,6
Sedán,2017,MG,MGGT,1.4T MT COM,6455428,101902,6
Sedán,2017,MG,MGGT,1.5L MT STD,5291950,75252,6
Sedán,2017,MG,MGGT,1.4T EN DEL,7037167,119355,6
Hatchback,2017,MG,MG5,1.5 TURBO,6314685,97680,6
Sedán,2017,MG,MG350,MT STD,4907251,67558,6
Sedán,2017,MG,MG350,EN STD,5526522,79944,6
SUV,2017,MG,MGGS,1.5T EN STD 2WD,8491515,162985,6
Sedán,2017,MG,MG360,"1,5 TM",4879720,67008,6
SUV,2017,MG,MGGS,1.5T MT STD 2WD,7797182,142155,6
SUV,2018,MG,RX5,2.0 EN COM AWD,10867106,234253,5
Hatchback,2018,MG,MG3,MT 1.5 STD,4813423,65682,5
Sedán,2018,MG,MGGT,1.4T EN DEL,7712736,139622,5
SUV,2018,MG,ZS,"1,5 MT COM",6753617,110848,5
Sedán,2018,MG,MGGT,1.5L EN STD,6427280,101058,5
SUV,2018,MG,RX 5,"1,5 T COM",8627256,167057,5
SUV,2018,MG,RX5,"1,5 MT STD",7894834,145085,5
Sedán,2018,MG,MG360,"1,5 TM",5338864,76190,5
SUV,2018,MG,MGGS,1.5T COM DCT 4WD,10386859,219845,5
SUV,2018,MG,RX 5,"1,5 T COM TST",9427811,191074,5
SUV,2018,MG,RX5,"1,5 MT COM",8559124,165013,5
SUV,2018,MG,RX5,1.5 EN COM,9427811,191074,5
Hatchback,2018,MG,MG3,MT 1.5 CONFORT,5338864,76190,5
SUV,2018,MG,MGGS,1.5T EN STD 2WD,9270295,186348,5
SUV,2018,MG,ZS,1.5 4AT ESTÁNDAR,6259658,96029,5
SUV,2018,MG,ZS,"1,5 MT STD",5876414,86941,5
SUV,2018,MG,ZS,1.5 EN STD,6753617,110848,5
Sedán,2018,MG,MGGT,1.5L MT STD,5789243,85198,5
SUV,2018,MG,ZS,1.5 4AT COM,7434940,131288,5
Sedán,2018,MG,MGGT,1.4T MT COM,7065316,120199,5
Sedán,2018,MG,MG360,1.5 EN COM,6023815,89889,5
SUV,2018,MG,RX 5,2.0 T COM LUX,9947320,206659,5
SUV,2018,MG,RX 5,"1,5 T STD",7894834,145085,5
SUV,2018,MG,MGGS,1.5T MT STD 2WD,8529047,164111,5
SUV,2018,MG,ZS,1.5 5MT ESTÁNDAR,5876414,86941,5
SUV,2019,MG,RX 5,2.0 T COM LUX,10959215,237016,4
Sedán,2019,MG,MG 6,DCT DLX,8424534,160976,4
SUV,2019,MG,MG RX 5,DLC TURBO DCT,12481873,282696,4
SUV,2019,MG,RX 5,"1,5 T STD",8697939,169178,4
Hatchback,2019,MG,MG3,ETS,5977545,88964,4
Hatchback,2019,MG,MG3,COM,6576048,105521,4
Hatchback,2019,MG,MG3,MT 1.5 CONFORT,6098878,91391,4
Sedán,2019,MG,MGGT,1.4T EN DEL,8848065,173682,4
Sedán,2019,MG,MGGT,1.4T MT COM,8106817,151444,4
SUV,2019,MG,MGGS,1.5T COM DCT 4WD,11935036,266291,4
Sedán,2019,MG,MG 6,COM,7104763,121382,4
Sedán,2019,MG,MG 6,TROFEO DCT,9524342,193970,4
Hatchback,2019,MG,MG3,1.5 EN COM,6576048,105521,4
SUV,2019,MG,ZS,"1,5 MT COM",7440632,131459,4
SUV,2019,MG,RX5,1.5 EN COM,10386859,219845,4
Hatchback,2019,MG,MG3,MT 1.5 STD,5498374,79381,4
Sedán,2019,MG,MGGT,1.5L EN STD,7365569,129207,4
SUV,2019,MG,ZS,1.5 5MT ESTÁNDAR,6474194,102465,4
SUV,2019,MG,ZS,1.5 4AT ESTÁNDAR,6896424,115132,4
Hatchback,2019,MG,MG3,1.5 EN STD,5977545,88964,4
SUV,2019,MG,ZS,"1,5 MT STD",6474194,102465,4
Sedán,2019,MG,MGGT,1.5L MT STD,6624320,106969,4
Sedán,2019,MG,MG360,"1,5 TM",6098878,91391,4
SUV,2019,MG,ZS,"1,5 5MT COM",7440632,131459,4
SUV,2019,MG,ZS,1.5 EN STD,7440632,131459,4
SUV,2019,MG,MGGS,1.5T EN STD 2WD,10640197,227446,4
SUV,2019,MG,RX 5,"1,5 T COM",9504868,193386,4
SUV,2019,MG,RX5,2.0 EN COM AWD,11972568,267417,4
SUV,2019,MG,MGGS,1.5T MT STD 2WD,9795737,202112,4
Sedán,2019,MG,MG360,1.5 EN COM,6849510,113725,4
SUV,2019,MG,ZS,1.5 4AT COM,8191263,153977,4
SUV,2019,MG,RX 5,"1,5 T COM TST",10386859,219845,4
Sedán,2019,MG,MG 6,DLX,8057930,149978,4
Sedán,2019,MG,MG 6,1.5T MT DLX,8057930,149978,4
SUV,2019,MG,RX5,"1,5 MT STD",8697939,169178,4
SUV,2019,MG,RX5,"1,5 MT COM",9429804,191134,4
Sedán,2020,MG,MG360,"1,5 TM",6500000,103240,3
SUV,2020,MG,RX5,"1,5 MT STD",9270000,186340,3
SUV,2020,MG,HS,1.5T DCT DLX,11954712,266881,3
Sedán,2020,MG,MGGT,1.4T MT COM,8640000,167440,3
SUV,2020,MG,HS,HS DLX,11153673,242850,3
Sedán,2020,MG,MG5,"1,5 MT COM",6796018,112120,3
SUV,2020,MG,RX 5,"1,5 T STD",9270000,186340,3
Hatchback,2020,MG,MG3,ETS,6370687,99360,3
Sedán,2020,MG,MG 6,DLX,8764795,171183,3
SUV,2020,MG,ZS,EV,18758207,531123,3
Hatchback,2020,MG,MG3,MT 1.5 STD,5860000,86613,3
Hatchback,2020,MG,MG3,1.5 EN COM,7095073,121092,3
SUV,2020,MG,RX 5,DCT COM,10683729,228751,3
SUV,2020,MG,ZS,1.5 4AT ESTÁNDAR,7842710,143521,3
Sedán,2020,MG,MG 6,DCT DLX,9337984,188379,3
SUV,2020,MG,HS,HS,9919478,205824,3
SUV,2020,MG,ZS,"1,5 MT STD",6900000,115240,3
SUV,2020,MG,ZS,1.5 EN STD,7930000,146140,3
SUV,2020,MG,RX 5,"1,5 T COM",10130000,212140,3
SUV,2020,MG,RX 5,DCT DLX,11020166,238845,3
SUV,2020,MG,HS,2.0T DCT TROFEO AWD,13449986,318794,3
Hatchback,2020,MG,MG3,MT 1.5 CONFORT,6500000,103240,3
Sedán,2020,MG,MGGT,1.5L EN STD,7850000,143740,3
SUV,2020,MG,ZS,"1,5 MT COM",7930000,146140,3
Sedán,2020,MG,MG 5,5 STD,6347436,98663,3
SUV,2020,MG,RX5,2.0T DCT DLX AWD,12702349,289310,3
SUV,2020,MG,ZS,1.5 5MT ESTÁNDAR,7095073,121092,3
SUV,2020,MG,RX5,"1,5 MT DLX",10085620,210808,3
SUV,2020,MG,RX5,2.0 EN COM AWD,12760000,291195,3
Sedán,2020,MG,MG 5,5 CVT DLX,8590347,165950,3
Sedán,2020,MG,MGGT,1.4T EN DEL,9430000,191140,3
Hatchback,2020,MG,MG3,COM,7008553,118496,3
Sedán,2020,MG,MG 6,TROFEO DCT,10365984,219219,3
Sedán,2020,MG,MGGT,1.5L MT STD,7060000,120040,3
Hatchback,2020,MG,MG3,1.5 EN STD,6370687,99360,3
Sedán,2020,MG,MG 6,1.5T MT DLX,8587898,165877,3
SUV,2020,MG,HS,"1,5 MT COM",10085620,210808,3
Sedán,2020,MG,MG6,1.5T DCT DLX,8964165,177165,3
Sedán,2020,MG,MG 6,COM,7925781,146013,3
Sedán,2020,MG,MG5,"1,5 MT DLX",7536858,134345,3
SUV,2020,MG,MGGS,1.5T MT STD 2WD,10440000,221440,3
SUV,2020,MG,RX5,"1,5 MT COM",10242624,215518,3
SUV,2020,MG,ZS,1.5 4AT COM,8730000,170140,3
SUV,2020,MG,HS,HS DCT TROFEO AWD,13636895,326270,3
Sedán,2020,MG,MG360,1.5 EN COM,7300000,127240,3
SUV,2020,MG,ZS,"1,5 5MT COM",7930000,146140,3
SUV,2020,MG,RX 5,2.0 T COM LUX,12702349,289310,3
SUV,2020,MG,MG RX 5,DLC TURBO DCT,13302802,312907,3
SUV,2020,MG,HS,DCT DLX,11907985,265479,3
Sedán,2020,MG,MG 5,5 CVT COM,7095073,121092,3
Hatchback,2012,CHERY,CARA,GL,1932875,25489,11
Sedán,2012,CHERY,PIEL,GL,2458317,25489,11
VAN,2012,CHERY,DESTINO,C.A.,2955610,29556,11
Hatchback,2012,CHERY,Coeficiente intelectual,800,1520028,25489,11
Hatchback,2012,CHERY,Coeficiente intelectual,1100,1566943,25489,11
SUV,2012,CHERY,TIGGO,"1,6 toneladas",2814867,28149,11
Hatchback,2012,CHERY,FULWIN,GLX,2101767,25489,11
Hatchback,2012,CHERY,PIEL,DEPORTE GL,2561529,25615,11
Hatchback,2012,CHERY,CARA,GLX ABS 2AB,2101767,25489,11
Hatchback,2012,CHERY,GOLPEAR,VERSIÓN SIN,2448934,25489,11
Hatchback,2012,CHERY,FULWIN,N SPORT GLX,2406708,25489,11
Hatchback,2013,CHERY,Coeficiente intelectual,800,1632623,25489,10
Hatchback,2013,CHERY,CARA,GLX ABS 2AB,2289425,25489,10
Hatchback,2013,CHERY,GOLPEAR,VERSIÓN SIN,2692889,26929,10
Hatchback,2013,CHERY,FULWIN,GLX,2345722,25489,10
VAN,2013,CHERY,DESTINO,C.A.,3330926,36032,10
Hatchback,2013,CHERY,Coeficiente intelectual,1100,1698303,25489,10
Sedán,2013,CHERY,PIEL,GL,2739804,27398,10
Hatchback,2013,CHERY,FULWIN,N SPORT GLX,2589678,25897,10
SUV,2013,CHERY,TIGGO,1.6 DVVT,3368959,36792,10
Hatchback,2013,CHERY,CARA,GL,2176830,25489,10
SUV,2013,CHERY,TIGGO,"1,6 toneladas",3021291,30213,10
Hatchback,2013,CHERY,Coeficiente intelectual,1100 COMPLETO,1970725,25489,10
Hatchback,2014,CHERY,Coeficiente intelectual,800,1735835,25489,9
Hatchback,2014,CHERY,GOLPEAR,GL,2705300,27053,9
Hatchback,2014,CHERY,FULWIN,COMPLETO,2679371,26794,9
Hatchback,2014,CHERY,FULWIN,DEPORTE BÁSICO,2558367,25584,9
Hatchback,2014,CHERY,FULWIN,DEPORTE COMPLETO,2748516,27485,9
Sedán,2014,CHERY,FULWIN,"2 SDN 1,5 MT GL",1519502,25489,9
Hatchback,2014,CHERY,Coeficiente intelectual,1100,1839046,25489,9
Hatchback,2014,CHERY,CARA,GL,2308191,25489,9
SUV,2014,CHERY,TIGGO,2.0 EN FL,3700890,43431,9
SUV,2014,CHERY,TIGGO,2.0 EN,4046768,50349,9
Sedán,2014,CHERY,PIEL,GL,2983759,29838,9
Hatchback,2014,CHERY,FULWIN,GLX,2580295,25803,9
VAN,2014,CHERY,DESTINO,C.A.,3668710,42787,9
Hatchback,2014,CHERY,CARA,GLX ABS 2AB,2477083,25489,9
Hatchback,2014,CHERY,GOLPEAR,VERSIÓN SIN,2908696,29087,9
Hatchback,2014,CHERY,PIEL,GL SPORT,3016453,30165,9
SUV,2014,CHERY,TIGGO,DVVT,3692243,43258,9
Hatchback,2014,CHERY,FULWIN,BÁSICO,2489222,25489,9
SUV,2014,CHERY,TIGGO,"1,6 toneladas",3321543,35844,9
Hatchback,2014,CHERY,FULWIN,N SPORT GLX,2749187,27492,9
SUV,2014,CHERY,TIGGO,1.6 DVVT,3649944,42412,9
SUV,2014,CHERY,TIGGO,2.0 AWD MT,4072709,50867,9
Hatchback,2015,CHERY,GOLPEAR,1.3 SW,3705108,43515,8
SUV,2015,CHERY,TIGGO,1.6 DVVT,3959580,48605,8
Hatchback,2015,CHERY,Coeficiente intelectual,1.0 GLS MT,2778831,27788,8
Hatchback,2015,CHERY,FULWIN,1.5 2 DEPORTE GLX,3488688,39187,8
Hatchback,2015,CHERY,FULWIN,1.5 2 DEPORTE GL,3341523,36244,8
Hatchback,2015,CHERY,Coeficiente intelectual,1.0 GLS 2AB MT,3021221,30212,8
SUV,2015,CHERY,TIGGO1,1.6 TIGGO 3 MT,4614235,61698,8
SUV,2015,CHERY,GRAN TIGGO,2.0 GLX,6120748,91862,8
SUV,2015,CHERY,GRAN TIGGO,2.0 GLS CVT,6129357,92120,8
SUV,2015,CHERY,GRAN TIGGO,2.0 GLX CVT,6551181,104775,8
SUV,2015,CHERY,GRAN TIGGO,2.0 GLS,5397622,77366,8
Hatchback,2015,CHERY,Coeficiente intelectual,1.0 GL MT,2631665,26317,8
Hatchback,2015,CHERY,FULWIN,"1,5 2 GLX",3402120,37456,8
Hatchback,2015,CHERY,FULWIN,"1,5 2 GL",3263611,34685,8
SUV,2015,CHERY,GRAN TIGGO,2.0 GL,4958581,68585,8
SUV,2016,CHERY,GRAN TIGGO,2.0 GLS,5883072,87075,7
SUV,2016,CHERY,GRAN TIGGO,2.0 GL,5404545,77504,7
Sedán,2016,CHERY,ARRIZO3,GLS MT,4153776,52489,7
Sedán,2016,CHERY,ARRIZO5,CVT,5472298,78859,7
SUV,2016,CHERY,GRAN TIGGO,2.0 GLS CVT,6680618,108658,7
Sedán,2016,CHERY,ARRIZO3,GLX MT,4386456,57142,7
Hatchback,2016,CHERY,Coeficiente intelectual,1.0 GLS 2AB MT,3274629,34906,7
Hatchback,2016,CHERY,FULWIN,1.5 2 DEPORTE GLX,3781305,45039,7
Hatchback,2016,CHERY,FULWIN,1.5 2 DEPORTE GL,3621796,41849,7
SUV,2016,CHERY,GRAN TIGGO,2.0 GLX CVT,7140379,122451,7
Sedán,2016,CHERY,ARRIZO7,MONTE,5575712,80927,7
Sedán,2016,CHERY,ARRIZO5,GL MT,4851817,66450,7
Hatchback,2016,CHERY,GOLPEAR,1.3 SW,4015877,49731,7
Sedán,2016,CHERY,ARRIZO5,GLX MT,5575712,80927,7
SUV,2016,CHERY,TIGGO,1.6 DVVT,4428724,57988,7
SUV,2016,CHERY,GRAN TIGGO,2.0 GLX,6671235,108377,7
Sedán,2016,CHERY,ARRIZO5,GLS MT,5093115,71275,7
SUV,2016,CHERY,TIGGO3,CVT,5326015,75934,7
Hatchback,2016,CHERY,Coeficiente intelectual,1.0 GL MT,2852399,28524,7
Hatchback,2016,CHERY,FULWIN,"1,5 2 GLX",3687476,43163,7
Hatchback,2016,CHERY,FULWIN,"1,5 2 GL",3537350,40160,7
SUV,2016,CHERY,TIGGO1,1.6 TIGGO 3 MT,5029229,69998,7
Sedán,2016,CHERY,ARRIZO7,CVT,6058309,90579,7
SUV,2017,CHERY,GRAN TIGGO,2.0 GLS,6633703,107251,6
Sedán,2017,CHERY,ARRIZO5,CVT,5958135,88576,6
Sedán,2017,CHERY,ARRIZO5,MONTE,5797347,85360,6
SUV,2017,CHERY,TIGGO3,GLX MT,5868164,86776,6
Hatchback,2017,CHERY,Coeficiente intelectual,1.0 GL MT,3190183,33217,6
Hatchback,2017,CHERY,FULWIN,1.5 2 DEPORTE GL,4006494,49543,6
SUV,2017,CHERY,GRAN TIGGO,2.0 GLS CVT,7365569,129207,6
SUV,2017,CHERY,GRAN TIGGO,2.0 GL,6117644,91769,6
Sedán,2017,CHERY,ARRIZO7,CVT,6596172,106125,6
SUV,2017,CHERY,TIGGO1,1.6 TIGGO 3 MT,5432693,78067,6
SUV,2017,CHERY,GRAN TIGGO,2.0 GLX CVT,7872245,144407,6
Sedán,2017,CHERY,ARRIZO3,GLX MT,4775891,64931,6
SUV,2017,CHERY,TIGGO3,CVT,5808009,85573,6
SUV,2017,CHERY,TIGGO3,GLS MT,5593630,81286,6
SUV,2017,CHERY,TIGGO,1.6 DVVT,4963549,68684,6
Sedán,2017,CHERY,ARRIZO5,GLS MT,5545288,80319,6
SUV,2017,CHERY,TIGGO3,GL MT,5319096,75795,6
SUV,2017,CHERY,GRAN TIGGO,GLX MT TURBO,6297124,97153,6
Hatchback,2017,CHERY,FULWIN,"1,5 2 GLX",4156620,52546,6
Hatchback,2017,CHERY,Coeficiente intelectual,1.0 GLS 2AB MT,3687476,43163,6
Hatchback,2017,CHERY,GOLPEAR,1.3 SW,4269215,54798,6
Hatchback,2017,CHERY,FULWIN,1.5 2 DEPORTE GLX,4231683,54047,6
SUV,2017,CHERY,GRAN TIGGO,2.0 GLX,7356186,128925,6
Sedán,2017,CHERY,ARRIZO5,GLX MT,6070730,90828,6
Sedán,2017,CHERY,ARRIZO5,GLS CVT,6131810,92194,6
SUV,2017,CHERY,TIGGO2,GL MT,4761450,64642,6
SUV,2017,CHERY,TIGGO2,GLS MT,5156092,72535,6
Sedán,2017,CHERY,ARRIZO3,GLS MT,4522553,59864,6
Sedán,2017,CHERY,ARRIZO5,GL MT,5282567,75065,6
Sedán,2017,CHERY,ARRIZO7,MONTE,6070730,90828,6
SUV,2017,CHERY,TIGGO2,GLX MT,5430626,78026,6
Sedán,2018,CHERY,ARRIZO5,GLS MT,6117644,91769,5
Hatchback,2018,CHERY,FULWIN,"1,5 2 GLX",4728977,63993,5
SUV,2018,CHERY,GRAN TIGGO,2.0 GLX CVT,8754236,170867,5
SUV,2018,CHERY,TIGGO 2,L MT,5195090,73315,5
Hatchback,2018,CHERY,Coeficiente intelectual,1.0 GL MT,3678093,42975,5
SUV,2018,CHERY,GRAN TIGGO,2.0 GL,7009019,118510,5
SUV,2018,CHERY,GRAN TIGGO,2.0 GLS,7581375,135681,5
Sedán,2018,CHERY,ARRIZO3,GL,4856906,66551,5
SUV,2018,CHERY,TIGGO 4,GLS CVT,7562689,135120,5
SUV,2018,CHERY,TIGGO 4,GLX DCT,7128345,122090,5
SUV,2018,CHERY,TIGGO 7,GLX DCT,10058035,209981,5
Sedán,2018,CHERY,ARRIZO5,GLS CVT,6708766,109503,5
Hatchback,2018,CHERY,FULWIN,"1,5 MT GLX",4883103,67075,5
SUV,2018,CHERY,TIGGO 7,GLS MT,8226979,155049,5
SUV,2018,CHERY,TIGGO 4,GL MT,6557736,104972,5
SUV,2018,CHERY,TIGGO 4,GLS MT,7230543,125156,5
Sedán,2018,CHERY,ARRIZO5,GLX MT,6708766,109503,5
Hatchback,2018,CHERY,Coeficiente intelectual,1.0 GLS 2AB MT,4025260,49918,5
SUV,2018,CHERY,TIGGO2,GL MT,5207504,73563,5
SUV,2018,CHERY,TIGGO3,GL MT,5817392,85761,5
SUV,2018,CHERY,TIGGO3,GLS MT,6117644,91769,5
Sedán,2018,CHERY,ARRIZO5,"1,5 MT L",5879412,87001,5
SUV,2018,CHERY,TIGGO 4,GLX CVT,8209946,154538,5
